CustomerID,Recency,Frequency,Monetary,AOV,Total_Quantity,Days_Since_First,R_Score,F_Score,M_Score,RFM_Score,RFM_Value,Customer_Segment,Cluster,Cluster_Name,Recency_Category,Frequency_Category,Monetary_Category,Avg_Order_Value,Customer_Lifetime,Purchase_Intensity
10986.0,139,6,454.86,75.81,18,282,1,4,3,143,8,At Risk,0,Regular Customers,Moderate,High,Medium_Value,75.81,319,6.865203761755486
10987.0,2,8,783.37,97.92125,31,338,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,97.92125,242,12.066115702479339
10988.0,70,6,555.9399999999999,92.65666666666665,22,332,2,4,4,244,10,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,92.65666666666665,250,8.76
10989.0,71,9,909.72,101.08,36,320,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,High_Value,101.08,341,9.633431085043988
10990.0,62,5,505.4,101.08,20,354,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,101.08,212,8.608490566037737
10991.0,66,6,581.21,96.86833333333334,23,350,2,4,4,244,10,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,96.86833333333334,246,8.902439024390244
10992.0,89,6,429.59000000000003,71.59833333333334,17,335,2,4,3,243,9,Potential Loyalists,0,Regular Customers,Recent,High,Medium_Value,71.59833333333334,269,8.141263940520446
10993.0,11,10,1010.8,101.08,40,350,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,Premium,101.08,311,11.736334405144694
10994.0,36,4,303.24,75.81,12,329,4,2,2,422,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,156,9.358974358974358
10995.0,131,3,303.24,101.08,12,165,1,2,2,122,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,221,4.95475113122172
10996.0,15,6,454.86,75.81,18,260,5,4,3,543,12,Loyal Customers,0,Regular Customers,Very_Recent,High,Medium_Value,75.81,195,11.23076923076923
10997.0,17,4,379.05,94.7625,15,363,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,94.7625,137,10.656934306569342
10998.0,115,5,657.02,131.404,26,294,2,3,4,234,9,Potential Loyalists,0,Regular Customers,Moderate,Medium,High_Value,131.404,265,6.886792452830188
10999.0,5,4,555.9399999999999,138.98499999999999,22,159,5,2,4,524,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,138.98499999999999,125,11.680000000000001
11000.0,73,4,353.78,88.445,14,332,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,88.445,193,7.564766839378238
11001.0,91,5,454.86,90.97200000000001,18,217,2,3,3,233,8,At Risk,0,Regular Customers,Moderate,Medium,Medium_Value,90.97200000000001,241,7.572614107883818
11002.0,48,2,176.89,88.445,7,211,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Low,Medium_Value,88.445,108,6.7592592592592595
11003.0,189,2,151.62,75.81,6,259,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,75.81,249,2.931726907630522
11004.0,22,5,429.59,85.91799999999999,17,311,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,85.91799999999999,172,10.61046511627907
11005.0,198,5,480.13,96.026,19,337,1,3,3,133,7,At Risk,3,At-Risk Customers,Old,Medium,Medium_Value,96.026,348,5.244252873563219
11006.0,48,4,404.32,101.08,16,286,3,2,3,323,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,101.08,168,8.69047619047619
11007.0,4,7,758.0999999999999,108.29999999999998,30,352,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,108.29999999999998,214,11.939252336448597
11008.0,26,3,303.24,101.08,12,337,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,101.08,116,9.439655172413792
11009.0,49,6,707.56,117.92666666666666,28,342,3,4,5,345,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,117.92666666666666,229,9.563318777292578
11010.0,34,1,101.08,101.08,4,34,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Recent,Low,Medium_Value,101.08,64,5.703125
11011.0,129,3,227.43,75.81,9,330,1,2,1,121,4,Lost Customers,2,Occasional Customers,Moderate,Medium,Medium_Value,75.81,219,5.0
11012.0,46,5,530.67,106.13399999999999,21,138,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,106.13399999999999,196,9.311224489795919
11013.0,39,8,909.72,113.715,36,300,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,113.715,279,10.46594982078853
11014.0,6,8,808.64,101.08,32,362,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,101.08,246,11.869918699186991
11015.0,9,5,530.67,106.13399999999999,21,351,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,106.13399999999999,159,11.477987421383649
11016.0,299,3,202.16,67.38666666666667,8,342,1,2,1,121,4,Lost Customers,3,At-Risk Customers,Old,Medium,Medium_Value,67.38666666666667,389,2.814910025706941
11017.0,199,3,176.89,58.96333333333333,7,340,1,2,1,121,4,Lost Customers,3,At-Risk Customers,Old,Medium,Medium_Value,58.96333333333333,289,3.7889273356401385
11018.0,109,3,303.24,101.08,12,207,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,199,5.50251256281407
11019.0,14,7,707.56,101.08,28,333,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,101.08,224,11.40625
11020.0,69,3,328.51,109.50333333333333,13,331,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,159,6.886792452830189
11021.0,52,8,859.18,107.3975,34,333,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,107.3975,292,10.0
11022.0,77,4,303.24,75.81,12,266,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,197,7.411167512690355
11023.0,219,4,505.4,126.35,20,342,1,2,3,123,6,Cannot Lose Them,3,At-Risk Customers,Old,Medium,High_Value,126.35,339,4.3067846607669615
11024.0,14,4,606.48,151.62,24,133,5,2,4,524,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,151.62,134,10.895522388059701
11025.0,54,2,303.24,151.62,12,136,3,1,2,312,6,Cannot Lose Them,2,Occasional Customers,Recent,Low,Medium_Value,151.62,114,6.4035087719298245
11026.0,12,4,328.51,82.1275,13,276,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,82.1275,132,11.06060606060606
11027.0,34,6,353.78,58.96333333333333,14,336,4,4,2,442,10,Potential Loyalists,0,Regular Customers,Recent,High,Medium_Value,58.96333333333333,214,10.233644859813083
11028.0,9,5,480.13,96.026,19,340,5,3,3,533,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,Medium_Value,96.026,159,11.477987421383649
11029.0,136,6,555.94,92.65666666666668,22,357,1,4,4,144,9,Potential Loyalists,0,Regular Customers,Moderate,High,High_Value,92.65666666666668,316,6.930379746835443
11030.0,51,6,530.67,88.445,21,298,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,88.445,231,9.480519480519481
11031.0,30,7,732.83,104.69000000000001,29,353,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,104.69000000000001,240,10.645833333333334
11032.0,31,6,555.9399999999999,92.65666666666665,22,333,4,4,4,444,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,92.65666666666665,211,10.37914691943128
11033.0,36,5,404.32,80.864,16,361,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Recent,Medium,Medium_Value,80.864,186,9.811827956989246
11034.0,43,4,429.59,107.3975,17,362,3,2,3,323,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,107.3975,163,8.957055214723926
11035.0,7,7,758.1,108.3,30,336,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,108.3,217,11.774193548387096
11036.0,87,4,303.24,75.81,12,339,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,207,7.053140096618358
11037.0,110,4,277.96999999999997,69.49249999999999,11,340,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,69.49249999999999,230,6.347826086956522
11038.0,47,3,277.97,92.65666666666668,11,303,3,2,1,321,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,92.65666666666668,137,7.992700729927007
11039.0,24,5,454.86,90.97200000000001,18,241,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,90.97200000000001,174,10.488505747126437
11040.0,58,3,252.7,84.23333333333333,10,296,3,2,1,321,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,84.23333333333333,148,7.398648648648648
11041.0,81,8,783.37,97.92125,31,349,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,High_Value,97.92125,321,9.096573208722742
11042.0,71,8,909.72,113.715,36,350,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,High_Value,113.715,311,9.389067524115754
11043.0,160,6,682.29,113.71499999999999,27,359,1,4,5,145,10,Potential Loyalists,0,Regular Customers,Moderate,High,High_Value,113.71499999999999,340,6.4411764705882355
11044.0,62,4,555.94,138.985,22,335,3,2,4,324,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,138.985,182,8.021978021978022
11045.0,228,3,353.78,117.92666666666666,14,346,1,2,2,122,5,Cannot Lose Them,3,At-Risk Customers,Old,Medium,Medium_Value,117.92666666666666,318,3.4433962264150946
11046.0,99,3,151.62,50.54,6,356,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,50.54,189,5.7936507936507935
11047.0,7,2,227.43,113.715,9,238,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Low,Medium_Value,113.715,67,10.895522388059701
11048.0,18,2,101.08,50.54,4,162,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Very_Recent,Low,Medium_Value,50.54,78,9.358974358974358
11049.0,83,7,1010.8,144.4,40,346,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,Premium,144.4,293,8.72013651877133
11050.0,11,4,505.4,126.35,20,323,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,131,11.14503816793893
11051.0,18,7,732.83,104.69000000000001,29,337,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,104.69000000000001,228,11.206140350877194
11052.0,57,12,1137.15,94.7625,45,345,3,5,5,355,13,Champions,1,VIP Customers,Recent,Very_High,Premium,94.7625,417,10.503597122302157
11053.0,177,5,631.75,126.35,25,311,1,3,4,134,8,At Risk,0,Regular Customers,Moderate,Medium,High_Value,126.35,327,5.581039755351682
11054.0,24,1,101.08,101.08,4,24,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Very_Recent,Low,Medium_Value,101.08,54,6.7592592592592595
11055.0,63,7,682.29,97.47,27,264,3,5,5,355,13,Champions,0,Regular Customers,Recent,High,High_Value,97.47,273,9.358974358974358
11056.0,238,2,126.35,63.175,5,264,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,63.175,298,2.4496644295302015
11057.0,7,5,555.9399999999999,111.18799999999999,22,302,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18799999999999,157,11.624203821656051
11058.0,89,6,505.4,84.23333333333333,20,317,2,4,3,243,9,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,84.23333333333333,269,8.141263940520446
11059.0,5,6,555.9399999999999,92.65666666666665,22,291,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,92.65666666666665,185,11.837837837837837
11060.0,46,5,505.4,101.08,20,197,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,101.08,196,9.311224489795919
11061.0,22,6,657.02,109.50333333333333,26,321,4,4,4,444,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,109.50333333333333,202,10.841584158415843
11062.0,35,2,303.24,151.62,12,51,4,1,2,412,7,At Risk,2,Occasional Customers,Recent,Low,Medium_Value,151.62,95,7.68421052631579
11063.0,126,4,530.67,132.6675,21,281,1,2,4,124,7,At Risk,0,Regular Customers,Moderate,Medium,High_Value,132.6675,246,5.934959349593496
11064.0,4,6,581.21,96.86833333333334,23,363,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,96.86833333333334,184,11.902173913043477
11065.0,21,5,379.05,75.81,15,348,4,3,2,432,9,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,75.81,171,10.67251461988304
11066.0,21,8,732.8299999999999,91.60374999999999,29,360,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,91.60374999999999,261,11.187739463601533
11067.0,7,5,631.75,126.35,25,354,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,157,11.624203821656051
11068.0,68,3,252.7,84.23333333333333,10,250,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,84.23333333333333,158,6.930379746835443
11069.0,6,4,505.4,126.35,20,212,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,126,11.587301587301587
11070.0,232,3,353.78,117.92666666666666,14,272,1,2,2,122,5,Cannot Lose Them,3,At-Risk Customers,Old,Medium,Medium_Value,117.92666666666666,322,3.400621118012422
11071.0,92,7,934.99,133.57,37,330,2,5,5,255,12,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,133.57,302,8.460264900662251
11072.0,35,5,657.02,131.404,26,295,4,3,4,434,11,Loyal Customers,0,Regular Customers,Recent,Medium,High_Value,131.404,185,9.864864864864865
11073.0,182,2,126.35,63.175,5,293,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,63.175,242,3.0165289256198347
11074.0,10,6,631.75,105.29166666666667,25,330,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,105.29166666666667,190,11.526315789473685
11075.0,17,8,934.99,116.87375,37,362,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,116.87375,257,11.361867704280156
11076.0,26,7,682.29,97.47,27,338,4,5,5,455,14,Champions,0,Regular Customers,Very_Recent,High,High_Value,97.47,236,10.826271186440678
11077.0,23,4,353.78,88.445,14,355,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,143,10.20979020979021
11078.0,189,2,227.43,113.715,9,200,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,113.715,249,2.931726907630522
11079.0,127,8,960.26,120.0325,38,284,1,5,5,155,11,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,120.0325,367,7.956403269754769
11080.0,223,4,303.24,75.81,12,349,1,2,2,122,5,Cannot Lose Them,3,At-Risk Customers,Old,Medium,Medium_Value,75.81,343,4.256559766763848
11081.0,52,5,480.13,96.026,19,347,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,Medium_Value,96.026,202,9.034653465346535
11082.0,77,6,732.8299999999999,122.13833333333332,29,323,2,4,5,245,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,122.13833333333332,257,8.521400778210117
11083.0,2,6,808.64,134.77333333333334,32,363,5,4,5,545,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,134.77333333333334,182,12.032967032967033
11084.0,19,10,960.26,96.026,38,352,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,96.026,319,11.442006269592477
11085.0,56,4,303.24,75.81,12,345,3,2,2,322,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,176,8.295454545454545
11086.0,28,4,303.24,75.81,12,301,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,75.81,148,9.864864864864865
11087.0,145,2,252.7,126.35,10,326,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,126.35,205,3.5609756097560976
11088.0,9,5,606.48,121.296,24,182,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,121.296,159,11.477987421383649
11089.0,110,2,252.7,126.35,10,170,2,1,1,211,4,Lost Customers,2,Occasional Customers,Moderate,Low,Medium_Value,126.35,170,4.294117647058823
11090.0,7,4,353.78,88.445,14,329,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,127,11.496062992125983
11091.0,54,6,732.83,122.13833333333334,29,300,3,4,5,345,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,122.13833333333334,234,9.358974358974358
11092.0,14,5,530.67,106.13399999999999,21,346,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,106.13399999999999,164,11.128048780487806
11094.0,90,5,606.48,121.296,24,333,2,3,4,234,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,121.296,240,7.604166666666667
11095.0,82,1,151.62,151.62,6,82,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Low,Medium_Value,151.62,112,3.258928571428571
11096.0,14,5,606.48,121.296,24,363,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,121.296,164,11.128048780487806
11097.0,118,9,808.64,89.8488888888889,32,355,1,5,5,155,11,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,89.8488888888889,388,8.466494845360824
11098.0,7,6,657.02,109.50333333333333,26,321,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,109.50333333333333,187,11.711229946524064
11099.0,72,3,176.89000000000001,58.96333333333334,7,362,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,58.96333333333334,162,6.7592592592592595
11100.0,11,2,176.89,88.445,7,283,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Low,Medium_Value,88.445,71,10.28169014084507
11101.0,51,3,328.51,109.50333333333333,13,266,3,2,2,322,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,141,7.76595744680851
11102.0,22,4,353.78,88.445,14,246,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,142,10.28169014084507
11103.0,30,3,429.59,143.19666666666666,17,324,4,2,3,423,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,143.19666666666666,120,9.125
11104.0,103,7,783.37,111.91,31,356,2,5,5,255,12,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,111.91,313,8.1629392971246
11105.0,23,7,758.1,108.3,30,305,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,108.3,233,10.965665236051501
11106.0,12,2,151.62,75.81,6,93,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Low,Medium_Value,75.81,72,10.13888888888889
11107.0,9,4,530.67,132.6675,21,162,5,2,4,524,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,132.6675,129,11.317829457364342
11108.0,1,8,884.4499999999999,110.55624999999999,35,352,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,110.55624999999999,241,12.11618257261411
11109.0,25,4,454.86,113.715,18,207,4,2,3,423,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,113.715,145,10.068965517241379
11110.0,33,4,353.78,88.445,14,229,4,2,2,422,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,88.445,153,9.542483660130719
11111.0,33,3,303.24,101.08,12,98,4,2,2,422,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,101.08,123,8.902439024390244
11112.0,56,4,404.32,101.08,16,207,3,2,3,323,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,101.08,176,8.295454545454545
11113.0,14,13,1415.12,108.85538461538461,56,335,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,Very_High,Premium,108.85538461538461,404,11.745049504950495
11114.0,46,6,682.29,113.71499999999999,27,299,3,4,5,345,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,113.71499999999999,226,9.690265486725664
11115.0,28,5,555.94,111.18800000000002,22,191,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,178,10.252808988764045
11116.0,44,5,530.67,106.13399999999999,21,337,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,106.13399999999999,194,9.40721649484536
11117.0,18,5,379.05,75.81,15,349,4,3,2,432,9,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,75.81,168,10.863095238095239
11118.0,49,9,1086.61,120.73444444444443,43,287,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,Premium,120.73444444444443,319,10.297805642633229
11119.0,26,4,353.78,88.445,14,359,4,2,2,422,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,146,10.0
11120.0,18,3,404.32,134.77333333333334,16,340,4,2,3,423,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,134.77333333333334,108,10.13888888888889
11121.0,29,6,530.67,88.445,21,318,4,4,4,444,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,88.445,209,10.478468899521532
11123.0,77,3,328.51,109.50333333333333,13,317,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,167,6.5568862275449105
11124.0,77,3,227.43,75.81,9,343,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,167,6.5568862275449105
11125.0,7,4,353.78,88.445,14,171,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,127,11.496062992125983
11126.0,129,3,328.51,109.50333333333333,13,197,1,2,2,122,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,109.50333333333333,219,5.0
11127.0,1,9,985.53,109.50333333333333,39,327,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,109.50333333333333,271,12.121771217712178
11128.0,103,7,682.29,97.47,27,358,2,5,5,255,12,Loyal Customers,0,Regular Customers,Moderate,High,High_Value,97.47,313,8.1629392971246
11129.0,81,1,126.35,126.35,5,81,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Low,Medium_Value,126.35,111,3.288288288288288
11130.0,175,2,126.35,63.175,5,207,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,63.175,235,3.106382978723404
11131.0,45,6,505.4,84.23333333333333,20,335,3,4,3,343,10,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,84.23333333333333,225,9.733333333333333
11132.0,6,4,454.86,113.715,18,290,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,113.715,126,11.587301587301587
11133.0,72,5,480.13,96.026,19,292,2,3,3,233,8,At Risk,0,Regular Customers,Recent,Medium,Medium_Value,96.026,222,8.22072072072072
11134.0,2,3,277.97,92.65666666666668,11,216,5,2,1,521,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,92.65666666666668,92,11.902173913043477
11135.0,30,5,480.13,96.026,19,359,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,96.026,180,10.13888888888889
11136.0,47,5,657.02,131.404,26,322,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,131.404,197,9.263959390862944
11137.0,59,5,404.32,80.864,16,328,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,Medium_Value,80.864,209,8.732057416267942
11138.0,42,6,657.02,109.50333333333333,26,287,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,109.50333333333333,222,9.864864864864863
11139.0,100,5,454.86,90.97200000000001,18,334,2,3,3,233,8,At Risk,0,Regular Customers,Moderate,Medium,Medium_Value,90.97200000000001,250,7.300000000000001
11140.0,105,4,379.04999999999995,94.76249999999999,15,314,2,3,2,232,7,At Risk,2,Occasional Customers,Moderate,Medium,Medium_Value,94.76249999999999,225,6.488888888888889
11141.0,287,1,126.35,126.35,5,287,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,126.35,317,1.1514195583596214
11142.0,90,5,429.59000000000003,85.918,17,317,2,3,3,233,8,At Risk,0,Regular Customers,Recent,Medium,Medium_Value,85.918,240,7.604166666666667
11143.0,9,6,505.4,84.23333333333333,20,328,5,4,3,543,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,84.23333333333333,189,11.587301587301587
11144.0,240,2,176.89,88.445,7,272,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,88.445,300,2.4333333333333336
11145.0,15,5,555.94,111.18800000000002,22,332,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,165,11.06060606060606
11146.0,88,4,353.78,88.445,14,359,2,3,2,232,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,88.445,208,7.019230769230769
11147.0,54,7,808.64,115.52,32,323,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,115.52,264,9.678030303030303
11148.0,16,8,732.8299999999999,91.60374999999999,29,349,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,91.60374999999999,256,11.40625
11149.0,11,3,454.86,151.62,18,255,5,2,3,523,10,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,151.62,101,10.841584158415843
11150.0,44,10,1111.8799999999999,111.18799999999999,44,334,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,Premium,111.18799999999999,344,10.61046511627907
11151.0,6,6,555.94,92.65666666666668,22,322,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,92.65666666666668,186,11.774193548387096
11152.0,40,6,732.8299999999999,122.13833333333332,29,313,3,4,5,345,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,122.13833333333332,220,9.954545454545455
11153.0,279,2,75.81,37.905,3,357,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Low_Value,37.905,339,2.1533923303834808
11154.0,79,5,480.13,96.026,19,288,2,3,3,233,8,At Risk,0,Regular Customers,Recent,Medium,Medium_Value,96.026,229,7.969432314410481
11155.0,5,6,353.78,58.96333333333333,14,361,5,4,2,542,11,Loyal Customers,0,Regular Customers,Very_Recent,High,Medium_Value,58.96333333333333,185,11.837837837837837
11156.0,56,5,657.02,131.404,26,312,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,131.404,206,8.859223300970873
11157.0,9,5,682.29,136.458,27,138,5,3,5,535,13,Champions,0,Regular Customers,Very_Recent,Medium,High_Value,136.458,159,11.477987421383649
11158.0,49,6,657.02,109.50333333333333,26,328,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,109.50333333333333,229,9.563318777292578
11159.0,8,5,505.4,101.08,20,345,5,3,3,533,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,101.08,158,11.550632911392405
11160.0,113,5,454.86,90.97200000000001,18,345,2,3,3,233,8,At Risk,0,Regular Customers,Moderate,Medium,Medium_Value,90.97200000000001,263,6.939163498098859
11161.0,45,7,682.29,97.47,27,314,3,5,5,355,13,Champions,0,Regular Customers,Recent,High,High_Value,97.47,255,10.019607843137255
